open,high,low,close,volume
100.1499254244537,100.7098452610428,99.87037250904291,100.54821136207784,13741.042712134924
100.24753567480066,100.8083482325226,99.8148920936943,100.45950234093688,60639.542212136424
101.04407657014015,101.36649789203992,101.04407657014015,101.16284750042854,18066.472522190645
102.79751313974153,103.3373214398837,101.9551074709843,102.76675116428946,24114.516070210022
102.78778925510986,103.70458421784397,102.32631915903005,102.5776768707062,45133.97675174717
102.53111097815184,102.53111097815184,102.21192870467405,102.38896725340125,20765.25825770104
103.82529778927798,105.11189884714113,103.55088509420477,104.07076425543762,3576.543612542176
104.84695753118396,105.03950156746535,103.58264237901275,104.92496132064424,62354.274453831116
104.50171013866255,104.565353742126,104.08428918074264,104.4857498173559,77259.78318516289
105.05160917503407,106.06246129648066,103.4424245367603,105.10672864118804,3529.402627958423
104.61671987374795,105.67897095682059,103.72949405176226,104.67309580370153,7759.776369033304
103.87968834920724,105.20378602560284,103.48410148377553,104.23884188726922,166688.08950157752
104.30260267386672,104.70869771539657,104.30260267386672,104.54362468678748,27778.97388674442
102.53102527306885,102.88772336935605,102.53102527306885,102.61371958644841,22104.826852434642
100.28506673658424,101.82912029835758,100.14092718109211,100.90933744342767,14380.33019268301
100.52234668292638,100.91653462343291,99.92764257641876,100.39371335847078,7858.078179827047
99.15875429729746,99.46836704850502,99.15875429729746,99.4317300125702,18134.6972564129
99.93165327868262,100.52222889190891,99.53666953772579,99.7945678492994,58362.14398321279
99.06048526973282,99.08305706903027,98.92153973990422,98.94196941174368,21683.828702254126
97.49708654624096,98.96699203136798,96.22654152008597,97.60321892847453,40549.717219457765
99.29210471890406,100.35469859249525,97.50172869846894,99.09380843067865,128760.21414013808
99.06681182988189,99.71316280365025,98.32379170244198,98.91977799714581,12326.686429790521
98.97490830010356,100.20522952080229,98.46717088449412,99.03610498142515,29818.220167087766
97.60152549571083,98.20398874925458,97.35976961289568,97.68392376390499,60137.78113913792
97.41548996695424,98.06020501573266,97.17034228677947,97.20218312263364,8665.426019857154
97.40390646346037,98.56486781606607,96.20250724352223,97.35872931828241,26319.16942303633
96.49388862557232,96.89235733829844,94.90917313417252,96.2926952135241,143246.8327845866
96.24144081322999,97.06361503172569,96.24144081322999,96.70348505060088,15673.859748537156
96.1914047078539,96.51128774050599,95.7314331452743,96.17246159943146,64109.416667205456
95.63762524414808,96.38012166491283,95.63762524414808,95.94029944444856,19127.131869637513
95.40752681418948,96.28233425145856,95.13586585811416,95.41244790344365,133197.3333931372
97.38366199584374,98.1908453169105,96.18198994613527,97.24483134430224,4249.395902226332
97.61870315762108,98.01206057295634,97.12859626801273,97.28033488603664,23504.712007975308
96.1242528826139,96.52582893386172,95.59881161420181,96.30495308815593,5019.799666682506
97.04679043441986,97.62341962650258,96.30945131001675,97.14893375703194,10928.432778225828
95.99975889654982,96.2604471216805,95.6062595818552,96.01810467389258,10863.688912796377
96.07935224254001,96.60182568057414,95.35578294206219,96.26698257967558,16865.808618056297
